title,authors,categories,average_rating
The World as Will and Representation,Arthur Schopenhauer,Philosophy,"4,18"
Technical Manual and Dictionary of Classical Ballet,Gail Grant,Performing Arts,"4,37"
Lost Continents,Lyon Sprague De Camp,Social Science,"3,64"
Mozart's Don Giovanni,Wolfgang Amadeus Mozart;Ellen H. Bleiler;Lorenzo Da Ponte,Music,"3,93"
1001 Illuminated Initial Letters,Owen Jones,Design,"3,46"
Galapagos,William Beebe,Nature,"3,84"
Bartleby and Benito Cereno,Herman Melville,Fiction,"3,8"
Candide,Voltaire,Fiction,"3,76"
"Young Goodman Brown, and Other Short Stories",Nathaniel Hawthorne,Fiction,"3,86"
The Gift of the Magi and Other Short Stories,O. Henry,Fiction,"4,14"
The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,Poetry,"3,94"
A Diderot Pictorial Encyclopedia of Trades and Industry,Denis Diderot,Design,"3,6"
"The Road Not Taken, and Other Poems",Robert Frost,Poetry,"4,27"
The Secret Garden Coloring Book,Frances Hodgson Burnett,Juvenile Nonfiction,"4,25"
The Adventures of Jimmy Skunk,Thornton W. Burgess;Harrison Cady;Thea Kliros,Juvenile Fiction,"4,13"
The Marriage of Heaven and Hell,William Blake,Art,"4,24"
The Birth of Tragedy,Friedrich Wilhelm Nietzsche,Philosophy,"3,98"
Children's Christmas Stories and Poems,Candace Ward,Juvenile Fiction,"4,5"
A Modest Proposal and Other Satirical Works,Jonathan Swift,Literary Collections,"4,05"
Great Short Stories by American Women,Candace Ward,Fiction,"3,95"
The Oresteia Trilogy,Aeschylus;E. D. A. Morshead,Drama,"4,01"
Black Beauty Coloring Book,Anna Sewell;John Green,Juvenile Nonfiction,"4,25"
Ballet Class Coloring Book,John Green;Caroline Denzler,Juvenile Nonfiction,"3,64"
Best Ghost and Horror Stories,Bram Stoker;Richard Dalby;Stefan R. Dziemianowicz;S. T. Joshi,Fiction,"3,49"
Enter Jeeves,P. G. Wodehouse;David A. Jasen,Fiction,"4,2"
The Odyssey,Homer;George Herbert Palmer,Poetry,"3,75"
The Wit and Wisdom of Mark Twain,Mark Twain,Literary Criticism,"4,2"
An Ideal Husband,Oscar Wilde,Humor,"4,04"
Politics,Aristotle;Benjamin Jowett;H. W. C. Davis,Political Science,"3,93"
The Canterville Ghost and Other Stories,Oscar Wilde,Fiction,"3,93"
The House of Mirth,Edith Wharton,Fiction,"3,95"
Life is a Dream,Pedro Calderón de la Barca;Stanley Appelbaum,Drama,"3,98"
Letters to a Young Poet,Rainer Maria Rilke;Franz Xaver Kappus;Reginald Snell,Poetry,"4,33"
Oliver Twist,Charles Dickens,Fiction,"3,86"
Howards End,E. M. Forster,Fiction,"3,96"
Women in Love,D. H. Lawrence,Fiction,"3,66"
The Trojan Women and Hippolytus,Euripides,Drama,"3,56"
Life Is a Dream/La Vida Es Sueño,Pedro Calderon de la Barca;Stanley Appelbaum,Foreign Language Study,"3,98"
The Pilgrim's Progress,John Bunyan,Fiction,"3,99"
Gorgias and Timaeus,Plato;Benjamin Jowett,Literary Collections,"3,74"
Great Russian Short Stories,Paul Negri,Fiction,4
Babbitt,Sinclair Lewis,Fiction,"3,66"
Hunger,Knut Hamsun;George Egerton,Biography & Autobiography,"4,06"
The Jew of Malta,Christopher Marlowe;Havelock Ellis,Drama,"3,61"
The Idiot,Fyodor Dostoyevsky;Constance Garnett,Fiction,"4,18"
Critique of Pure Reason,Immanuel Kant;J. M. D. Meiklejohn,Philosophy,"3,94"
Discourse on the Origin of Inequality,Jean-Jacques Rousseau,Philosophy,"3,83"
The Philosophy of History,Georg Wilhelm Friedrich Hegel;J. Sibree,Philosophy,"3,82"
Anna Karenina,graf Leo Tolstoy;Louise Maude;Aylmer Maude,Fiction,"4,04"
The Sword of Welleran,Lord Dunsany,Fiction,"4,04"
Paradise Lost,John Milton;John A. Himes,Poetry,"3,81"
Autobiography of Thomas Jefferson,Thomas Jefferson,History,"3,86"
Philosophy of Right,G. W. F. Hegel;S. W. Dyde,Philosophy,"3,86"
The Worm Ouroboros,E. R. Eddison;Keith Henderson,Fiction,"3,7"
Great Speeches by African Americans,James Daley,Social Science,"4,29"
Intimate Journals,Charles Baudelaire;Christopher Isherwood;W. H. Auden,Literary Collections,"3,73"
On the Origin of Species,Charles Darwin,Science,"3,99"
The Kingdom of God Is Within You,Leo Tolstoy;Constance Garnett,Religion,"4,13"
Quicksand,Nella Larsen,Fiction,"3,67"
Sociology in Our Times,Diana Kendall,Science,"3,22"
A History of Modern Psychology,Duane Schultz;Sydney Schultz,Psychology,"3,85"
The Seventy Wonders of the Ancient World,Christopher Scarre,Architecture,"4,02"
Jean-Jacques Rousseau and His World,Sir Gavin De Beer,Écrivains français - 18e siècle - Biographies,"3,2"
Graphic Design,Richard Hollis,Art,"3,99"
The Rainbow Goblins,Ul De Rico,Juvenile Fiction,"4,42"
Big Bad Wolf,Linda Jones;Linda Winstead,Fiction,"3,82"
An Original Sin,Nina Bangs,Fiction,"3,75"
Aphrodite's Passion,Julie Kenner,Fiction,"3,62"
Call of the Moon,Ronda Thompson,Fiction,"3,74"
Love Bites,Lynsay Sands,Fiction,"4,12"
Dancing on my grave,Gelsey Kirkland,Biography & Autobiography,"3,79"
The Aviators,W. E. B. Griffin,Fiction,"4,24"
The Valentine Legacy,Catherine Coulter,Fiction,"3,88"
The Maze,Catherine Coulter,Fiction,"4,11"
Cold Blood,Lynda La Plante,Fiction,"3,93"
Flying Finish,Dick Francis,Fiction,"3,93"
Heart of the Sea,Nora Roberts,Fiction,"4,15"
Beyond Seduction,Emma Holly,Fiction,"3,69"
Shadow Game,Christine Feehan,Fiction,"4,12"
Laurell K. Hamilton Set,Laurell K. Hamilton,Fiction,"4,51"
After Glow,Jayne Castle;Jayne Ann Krentz,Fiction,"4,13"
Cravings,MaryJanice Davidson;Eileen Wilks;Rebecca York,Fiction,"3,81"
Bite,Charlaine Harris;MaryJanice Davidson;Angela Knight;Vickie Taylor,Fiction,"3,77"
"Incubus Dreams: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,Fiction,"3,79"
Spellbound,Nora Roberts,Fiction,"3,8"
Micah. (Anita Blake,Laurell K. Hamilton,"Blake, Anita (Fictitious character)","3,63"
Ghost Hunter,Jayne Castle,Fiction,"4,13"
Morrigan's Cross,Nora Roberts,Fiction,"4,14"
Dance of the Gods,Nora Roberts,Fiction,"4,14"
Valley of Silence,Nora Roberts,Fiction,"4,22"
The Complete Science Fiction Treasury of H.G. Wells,H. G. Wells,"Science fiction, English.","4,13"
Three Complete Novels,Sandra Brown,Fiction,"4,21"
Complete Poems,Edgar Allan Poe,Poetry,"4,32"
Three Complete Novels,Michael Crichton,Fiction,"4,06"
Three Complete Novels,Edward Morgan Forster,English fiction,"4,2"
The Complete Hans Christian Andersen Fairy Tales,Hans Christian Andersen,Juvenile Fiction,"4,28"
Four Novels,Charles Dickens,Fiction,"4,29"
A New Collection of Three Complete Novels,Michael Crichton,Fiction,"3,99"
Jane Austen : the Complete Novels,Jane Austen,England,"4,55"
Two Complete Novels,Douglas Adams,"Detective and mystery stories, English.","4,18"
The Tolkien Companion,J. E. A. Tyler;John Ronald Reuel Tolkien,Literary Criticism,"4,11"
John Irving,John Irving,Fiction,"3,82"
The Ultimate Hitchhiker's Guide,Douglas Adams,Fiction,"4,38"
The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,Fiction,"4,33"
Three Terrifying Bestselling Novels,John Saul,Fiction,"4,5"
The Secret Garden,Frances Hodgson Burnett,Juvenile Fiction,"4,13"
Three Complete Novels,Colleen McCullough,Fiction,"3,67"
Three complete novels,Stephen King,Fiction,"4,53"
A Christmas Carol and the Night Before Christmas,Charles Dickens;Arthur Rackham;Clement Clarke Moore,Fiction,"4,33"
Works of Jack London,Jack London,Adventure stories,"4,19"
Favorite Tales of Sholom Aleichem,Sholem Aleichem;Julius Butwin;Frances Butwin,Fiction,"4,23"
H.G. Wells Science Fiction Treasury,Herbert George Wells,"Science fiction, English","3,94"
Be Here Now,Ram Dass,"Body, Mind & Spirit","4,29"
"Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology, Specially Arranged for Children Five and Up by an Educational Expert",William F. Russell,Fiction,"4,09"
The Illustrated Hitchhiker's Guide to the Galaxy,Douglas Adams,Science,"4,32"
China and Japan,Donald A. Mackenzie,Travel,"3,55"
The Portable James Joyce,James Joyce,Fiction,"4,16"
The Orion Mystery,Robert Bauval,History,"3,93"
The Pound Era,Hugh Kenner,Literary Criticism,"4,39"
The Haunted Screen,Lotte H. Eisner,Performing Arts,"4,18"
The Politics of Cultural Despair,Fritz R. Stern,History,"4,05"
Europe and the People Without History,Eric R. Wolf,Social Science,"4,13"
The Responsibility of Forms,Roland Barthes,Literary Criticism,"3,94"
Geisha,Liza Crihfield Dalby,Social Science,4
Balanchine,Bernard Taper,Biography & Autobiography,"4,31"
"Haiti, History, and the Gods",Joan Dayan,History,"3,95"
Masculinity and Male Codes of Honor in Modern France,Robert A. Nye,History,"4,36"
Infections and Inequalities,Paul Farmer,Medical,"4,08"
Undertaker of the Mind,Jonathan Andrews;Andrew T. Scull,Biography & Autobiography,"3,42"
Exiled in Paris,James Campbell,Biography & Autobiography,"3,97"
The Whole World Is Watching,Todd Gitlin,Political Science,"3,71"
Berlioz,David Cairns,Biography & Autobiography,"4,27"
浅草紅団,Yasunari Kawabata,Fiction,"3,35"
The Poems of Exile,Ovid,History,"4,12"
Pathologies of Power,Paul Farmer,History,"4,25"
Giovanni and Lusanna,Gene Brucker,History,"3,56"
World Atlas of Great Apes and Their Conservation,Julian Oliver Caldecott;Lera Miles,Nature,"4,56"
Storming the Gates of Paradise,Rebecca Solnit,History,"4,2"
Gardening with a Wild Heart,Judith Larner Lowry,Gardening,"4,29"
Spinoza,Steven Nadler;Steven M. Nadler,Biography & Autobiography,"4,09"
The Ethics and Politics of Asylum,Matthew J. Gibney,Law,"3,55"
Insurgent Collective Action and Civil War in El Salvador,Elisabeth Jean Wood;Wood Elisabeth Jean,History,"3,8"
Who Needs Greek?,Simon Goldhill,History,"3,4"
The Presocratic Philosophers,G. S. Kirk;J. E. Raven;M. Schofield,Philosophy,"4,24"
Moral Luck,Bernard Williams,Philosophy,"4,1"
Evolution and the Theory of Games,John Maynard Smith,Science,4
Problems of the Self,Bernard Williams,Philosophy,"4,02"
The Winter's Tale,William Shakespeare;Susan Snyder;Deborah T. Curren-Aquino,Drama,"3,69"
Tolstoy: Anna Karenina,Anthony Thorlby,Literary Criticism,"4,19"
Reading Greek Tragedy,Simon Goldhill;Professor of Greek Literature and Culture and Fellow and Director of Studies in Classics Simon Goldhill,Drama,"4,04"
Gabriel García Márquez: One Hundred Years of Solitude,Michael Wood,Language Arts & Disciplines,"4,51"
"Philosophical Papers: Volume 1, Human Agency and Language",Charles Taylor,Philosophy,"4,31"
Cicero: On Duties,Cicero;Marcus Tullius Cicero;Quintus Tullius Cicero,History,"3,95"
Hegel: Elements of the Philosophy of Right,Georg Wilhelm Fredrich Hegel,History,"3,86"
The Collapse of Complex Societies,Joseph Tainter,Social Science,"4,13"
The Return of Grand Theory in the Human Sciences,Quentin Skinner,History,"3,82"
Fitzgerald: All The Sad Young Men,F. Scott Fitzgerald,Fiction,"3,95"
The Rise and Fall of Anne Boleyn,Retha M. Warnicke,History,"3,95"
Numerical Recipes in C,William H. Press,C (Computer program language),"3,86"
The Invention of Tradition,"Hobsbawm, E. J. Hobsbawm;Eric Hobsbawm;Terence Ranger",History,"3,96"
The Myth of the Magus,E. M. Butler;Eliza Marian Butler,Religion,"3,71"
Nations and Nationalism Since 1780,E. J. Hobsbawm,History,"3,89"
The Cambridge Companion to Plotinus,Lloyd Phillip Gerson;Lloyd P. Gerson,Philosophy,"4,3"
Foucault's Virginity,Simon Goldhill;Professor of Greek Literature and Culture and Fellow and Director of Studies in Classics Simon Goldhill,History,"3,75"
Aristotle: The Politics and the Constitution of Athens,Aristotle,History,"3,94"
The Cambridge Companion to Jane Austen,John O. Jordan,Literary Criticism,"4,08"
King Richard II,William Shakespeare;Andrew Gurr,Drama,"3,77"
"Hamlet, Prince of Denmark",William Shakespeare;Philip Edwards,Drama,"4,01"
Twelfth Night Or What You Will,William Shakespeare;Elizabeth Story Donno,Drama,"3,98"
Aeschylus: The Oresteia,Simon Goldhill,Drama,"4,03"
Nietzsche: Daybreak,Friedrich Nietzsche,Philosophy,"4,17"
The Tragedy of King Lear,William Shakespeare;Jay L. Halio,Drama,"3,9"
Hamlet,William Shakespeare,Juvenile Nonfiction,"4,01"
The Cambridge Companion to Schopenhauer,Christopher Janaway,Philosophy,"3,89"
Nietzsche: The Birth of Tragedy and Other Writings,Friedrich Nietzsche;Nietzsche Friedrich,Philosophy,"4,02"
Pearl S. Buck,Peter Conn;Peter J. Conn,Biography & Autobiography,"4,17"
Practical Philosophy,Immanuel Kant,Philosophy,"4,09"
The Cambridge Companion to Cervantes,Anthony J. Cascardi,Literary Criticism,"3,6"
Introduction to Phenomenology,Robert Sokolowski,Philosophy,"3,96"
Numerical Recipes Example Book (C++),William T. Vetterling,Computers,"2,75"
Jungle Love Level 5,Margaret Johnson,Foreign Language Study,"3,37"
Genres in Dialogue,Andrea Wilson Nightingale,Literary Collections,"4,33"
Charles Taylor,Ruth Abbey;Lecturer in Philosophy Ruth Abbey;Cambridge University Press,History,"3,6"
A First Course in String Theory,Barton Zwiebach,Science,"4,18"
Myths of the Underworld Journey,"Radcliffe G. Edmonds, III",History,"3,75"
Economic Origins of Dictatorship and Democracy,Daron Acemoglu;James A. Robinson,Business & Economics,"3,93"
Triax,Robert Silverberg,Science fiction,"3,69"
Boltzmon!,William Sleator,Juvenile Fiction,"3,65"
Three Complete Novels,Lloyd Alexander,Juvenile Fiction,"4,24"
"Boy, Were We Wrong about Dinosaurs!",Kathleen V. Kudlinski,Juvenile Nonfiction,"3,93"
The Grits (Girls Raised in the South) Guide to Life,Deborah Ford;Edie Hand,Social Science,"3,78"
Atlas Shrugged,Ayn Rand,Fiction,"3,68"
The Woods,Harlan Coben,Fiction,"4,04"
The Last Eyewitness,Chris Seay;David B. Capes;Brian McLaren,Bibles,"3,77"
Data Structures and Algorithms in C++,Adam Drozdek,Computers,"3,71"
Slaughterhouse Blues,Donald D. Stull;Michael J. Broadway,Social Science,"3,48"
The Illustrated Man,Ray Bradbury,"Science fiction, American","4,14"
Strata,Terry Pratchett,English fiction,"3,49"
A Prayer for Owen Meany,John Irving,American fiction,"4,23"
A Tourist Guide to Lancre,Terry Pratchett;Stephen Briggs,Fiction,"4,06"
Nanny Ogg's Cookbook,Terry Pratchett;Stephen Briggs;Paul Kidby;Tina Hannan,Fiction,4
The Swords of Night and Day,David Gemmell,Drenai (Imaginary place),"4,31"
Queen of Sorcery,David Eddings,Fantasy fiction,"4,14"
Castle of Wizardry,David Eddings,Fantasy fiction,"4,17"
Not Without My Daughter,Betty Mahmoody;William Hoffer,Americans,"4,08"
Moving Pictures,Terry Pratchett,Discworld (Imaginary place),"3,94"
Reaper Man,Terry Pratchett,Discworld (Imaginary place),"4,29"
Lords and Ladies,Terry Pratchett,Discworld (Imaginary place),"4,17"
Bravo Two Zero,Andy McNab,"Persian Gulf War, 1991","4,08"
Hogfather,Terry Pratchett,Christmas,"4,24"
Spindle's End,Robin McKinley,Children's stories,"3,8"
Beauty,Robin McKinley,Fairy tales,"4,05"
Vox,Paul Stewart;Chris Riddell,Children's stories,"4,11"
Past Mortem,Ben Elton,Fiction,"3,74"
Popcorn,Ben Elton,Criminals,"3,49"
Merde Actually,Stephen Clarke,British,"3,56"
The Hotel New Hampshire,John Irving,Fiction,"3,9"
בין אלקסרין,Naguib Mahfouz,Arabic fiction,"4,15"
The Sparrow,Mary Doria Russell,Life on other planets,"4,17"
Chocolat,Joanne Harris,Chocolate,"3,96"
Blackberry Wine,Joanne Harris,Brewing,"3,79"
The Short History of a Prince,Jane Hamilton,Ballet dancers,"3,64"
Chocolat. Joanne Harris,Joanne Harris,Chocolate,"3,96"
My Movie Business,John Irving,Cider house rules. (Motion picture),"3,33"
Tales of the City,Armistead Maupin,City and town life,"4,04"
More Tales of the City,Armistead Maupin,City and town life,"4,19"
Further Tales of the City,Armistead Maupin,City and town life,"4,13"
Sure of You,Armistead Maupin,City and town life,"4,03"
Five Quarters of the Orange,Joanne Harris,Cookery,"3,85"
The Secret Dreamworld of a Shopaholic,Sophie Kinsella,"Finance, Personal","3,63"
Dead Famous,Ben Elton,Fiction,"3,64"
High Society,Ben Elton,Fiction,"3,77"
A Brief History of Time,Stephen Hawking,Cosmology,"4,16"
Stephen Hawking's A Brief History of Time,Stephen W. Hawking,Nature,"4,09"
SeinLanguage,Jerry Seinfeld,Humor,"3,63"
The Illustrated a Brief History of Time,Stephen Hawking,Science,"4,16"
Switch on the Night,Ray Bradbury;Leo Dillon;Diane Dillon,Juvenile Fiction,"4,09"
Ragtime,E. L. Doctorow,New York (State),"3,88"
The Greatest Salesman in the World,Og Mandino,Selling,"4,2"
Encyclopedia Brown and the Case of the Treasure Hunt,Donald J. Sobol,Juvenile Fiction,"4,03"
Chicken Trek,Stephen Manes,Contests,"4,38"
Jessica's Bad Idea,Jamie Suzanne;Francine Pascal,Juvenile Fiction,"3,48"
All Fall Down,John Saul,Fiction,"3,92"
The Complete Short Stories of Mark Twain,Mark Twain,Fiction,"4,28"
The Complete Plays of Aristophanes,Aristophanes,Drama,"4,21"
"Maggie, a Girl of the Streets and Other Short Fiction",Stephen Crane,Fiction,"3,32"
Journey To The Center Of The Earth,Jules Verne,Fiction,"3,85"
Slim Down Camp,Stephen Manes,Health & Fitness,"3,9"
Emma,Charlotte Brontë;Jane Austen,Fiction,"3,99"
Goodbye Forever,Barbara Conklin,Juvenile Fiction,"3,72"
The Broken Gun,Louis L'Amour,Fiction,"3,75"
From Socrates to Sartre,T. Z. Lavine,Philosophy,"3,93"
"First, last and always",Barbara Conklin,Fiction,"3,76"
Exodus,Leon Uris,Eretz Israel,"4,34"
Fire Watch,Connie Willis,Fiction,"3,87"
Magician,Raymond E. Feist,Apprentices,"4,18"
Forging the Darksword,Margaret Weis;Tracy Hickman,Fiction,"3,67"
Winter Dreams,Barbara Conklin;Stefanie Curtis,Blind,"3,83"
Shakespeare Alive!,Joseph Papp;Elizabeth Kirkland,Drama,"3,39"
The Road to Gandolfo,Robert Ludlum,Fiction,"3,64"
Doom of the Darksword,Margaret Weis,Fiction,"3,66"
The Delta Star,Joseph Wambaugh,Fiction,"3,64"
The House of the Spirits,Isabel Allende,Fiction,"4,22"
Triumph of the Darksword,Margaret Weis;Tracy Hickman,Fiction,"3,57"
Starting Over,Francine Pascal,Juvenile Fiction,"3,37"
Forbidden Love,Kate William;Francine Pascal,Juvenile Fiction,"3,33"
The New Jessica,Francine Pascal,Juvenile Fiction,"3,45"
Double Love,Francine Pascal;Kate William,Juvenile Fiction,"3,54"
Secrets,Francine Pascal;Kate William,Juvenile Fiction,"3,46"
Narcissus and Goldmund,Hermann Hesse,Fiction,"4,2"
Dear Sister,Kate William;Francine Pascal,Juvenile Fiction,"3,53"
The Angry Hills,Leon Uris,Fiction,"3,66"
I Know why the Caged Bird Sings,Maya Angelou,Biography & Autobiography,"4,22"
Alone in the Crowd,Francine Pascal,Juvenile Fiction,"3,45"
Mitla Pass,Leon Uris,Fiction,"3,84"
Creature,John Saul,Fiction,"3,84"
Journey of Awakening,Ram Dass;Daniel Goleman,Self-Help,"4,16"
Dragon Wing,Margaret Weis;Tracy Hickman,Fiction,"3,95"
Texas! Lucky,Sandra Brown,Fiction,"3,86"
22 Indigo Place,Sandra Brown,Fiction,"3,63"
The Wakefields of Sweet Valley,Kate William;Francine Pascal,Juvenile Fiction,"3,91"
Pebble in the Sky,Isaac Asimov,Fiction,"3,88"
Texas! Sage,Sandra Brown,Fiction,"4,02"
Fire Sea,Margaret Weis;Tracy Hickman,Fiction,"4,06"
Forbidden Knowledge,Stephen R. Donaldson,Fiction,"3,99"
A Whole New Light,Sandra Brown,Fiction,"3,55"
The Robots of Dawn,Isaac Asimov,Fiction,"4,15"
Lila,Robert M. Pirsig,Education,"3,78"
The Mind's I,Douglas R. Hofstadter;Daniel Clement Dennett,Philosophy,"4,14"
The Glory and the Dream,William Manchester,History,"4,42"
Seven Plays,Sam Shepard;Joseph Chaikin,Drama,"4,18"
The Sixties,Todd Gitlin,History,"3,72"
Feersum Endjinn,Iain Banks,Fiction,"3,82"
The Dog Who Loved Too Much,Nicholas H. Dodman,Pets,"4,09"
Girls in Pants,Ann Brashares,Juvenile Fiction,"3,82"
The Fairy Tales of Hermann Hesse,Hermann Hesse,Fiction,"3,99"
Fierce Invalids Home from Hot Climates,Tom Robbins,Fiction,"4,03"
A Brief History of Time,Stephen Hawking,Science,"4,16"
Snow Crash,Neal Stephenson,Fiction,"4,03"
The Diamond Age,Neal Stephenson,Fiction,"4,19"
Stories,Anton Pavlovich Chekhov,Fiction,"4,35"
The bonfire of the vanities,Tom Wolfe,Fiction,"3,84"
Tides of War,Steven Pressfield,Fiction,"3,89"
Men Who Hate Women and the Women Who Love Them,Susan Forward;Joan Torres,Family & Relationships,"4,09"
Beach Music,Pat Conroy,Fiction,"4,15"
The Prince of Tides,Pat Conroy,Fiction,"4,24"
A Clash of Kings,George R. R. Martin,Fiction,"4,41"
Last of the Amazons,Steven Pressfield,Fiction,"3,75"
The Shelters of Stone,Jean M. Auel,Fiction,"3,82"
A Wizard of Earthsea,Ursula K. Le Guin,Fiction,4
Interface,Neal Stephenson;Frederick George,Fiction,"3,67"
The Cobweb,Neal Stephenson;J. Frederick George,Fiction,"3,61"
Gates Of Fire,Steven Pressfield,Fiction,"4,41"
Odd Thomas,Dean Ray Koontz,FICTION,"3,96"
True Blue,Daniel Topolski;Patrick Robinson,London (England),"4,23"
The Celestine Prophecy,James Redfield,Manuscripts,"3,63"
Death of a Snob,M. C. Beaton,Fiction,"3,78"
Encyclopedia Brown and the Case of the Sleeping Dog,Donald J. Sobol,Juvenile Fiction,"4,04"
Encyclopedia Brown and the Case of the Slippery Salamander,Donald J. Sobol,Juvenile Fiction,"4,09"
Control Freak,Francine Pascal,Juvenile Fiction,"3,36"
Sweet 18,Francine Pascal,Juvenile Fiction,"3,51"
The Time Travelers,Caroline B. Cooney,Juvenile Fiction,"3,94"
Last Wish,Francine Pascal;Kate William,Sweet Valley (Imaginary place),"3,92"
Shadows,John Saul,Fiction,"3,92"
The Road to Yesterday,Lucy Maud Montgomery,Juvenile Fiction,"3,81"
