Book,Author,Genres,Avg_Rating
"The Way of the Superior Man: A Spiritual Guide to Mastering the Challenges of Women, Work, and Sexual Desire",David Deida,"Self Help, Nonfiction, Psychology, Philosophy, Relationships, Personal Development, Spirituality","4,06"
In the Shadow of the Banyan,Vaddey Ratner,"Historical Fiction, Fiction, Asia, War, Historical, Adult Fiction, Literary Fiction","4,06"
House Rules,Jodi Picoult,"Fiction, Mystery, Contemporary, Autistic Spectrum Disorder, Adult Fiction, Adult, Chick Lit","4,03"
Our Souls at Night,Kent Haruf,"Fiction, Romance, Contemporary, Literary Fiction, Audiobook, Adult Fiction, Book Club","3,92"
Committed: A Skeptic Makes Peace with Marriage,Elizabeth Gilbert,"Nonfiction, Memoir, Biography, Relationships, Marriage, Audiobook, Romance","3,44"
The Truth About Forever,Sarah Dessen,"Young Adult, Romance, Contemporary, Fiction, Chick Lit, Realistic Fiction, Teen","4,12"
The Last Question,Isaac Asimov,"Science Fiction, Short Stories, Fiction, Classics, Philosophy, Literature, Science Fiction Fantasy","4,56"
The Pilgrimage,Paulo Coelho,"Fiction, Philosophy, Spirituality, Novels, Travel, Inspirational, Religion","3,65"
The Immortalists,Chloe  Benjamin,"Fiction, Fantasy, Historical Fiction, Contemporary, Audiobook, Magical Realism, Literary Fiction","3,71"
"Thrive: The Third Metric to Redefining Success and Creating a Life of Well-Being, Wisdom, and Wonder",Arianna Huffington,"Nonfiction, Self Help, Business, Personal Development, Health, Psychology, Leadership","3,68"
The Return of the Native,Thomas Hardy,"Classics, Fiction, Literature, 19th Century, Victorian, British Literature, Novels","3,87"
The Reason for God: Belief in an Age of Skepticism,Timothy J. Keller,"Christian, Theology, Religion, Nonfiction, Christianity, Faith, Philosophy","4,2"
The Sounding,Carrie Salo,"Paranormal, Fantasy, Thriller, Mystery, Horror, Angels","4,05"
Bag of Bones,Stephen King,"Horror, Fiction, Thriller, Mystery, Fantasy, Paranormal, Suspense","3,91"
The Grownup,Gillian Flynn,"Fiction, Short Stories, Horror, Thriller, Mystery, Mystery Thriller, Audiobook","3,56"
Seveneves,Neal Stephenson,"Science Fiction, Fiction, Post Apocalyptic, Science Fiction Fantasy, Audiobook, Space, Fantasy",4
No Great Mischief,Alistair MacLeod,"Fiction, Canada, Historical Fiction, Canadian Literature, Literary Fiction, Literature, Contemporary","4,02"
"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",Daniel Coyle,"Nonfiction, Psychology, Self Help, Business, Personal Development, Education, Science","4,04"
The Cyberiad,Stanis?aw Lem,"Science Fiction, Fiction, Short Stories, Humor, Polish Literature, Fantasy, Science Fiction Fantasy","4,16"
Cunt: A Declaration of Independence,Inga Muscio,"Feminism, Nonfiction, Gender, Gender Studies, Sexuality, Womens, Queer","3,89"
My Life in France,Julia Child,"Nonfiction, Memoir, Food, Biography, France, Travel, Cooking","4,15"
Captains and the Kings: The Story of an American Dynasty,Taylor Caldwell,"Historical Fiction, Fiction, Historical, Classics, Romance, Novels, Historical Romance","4,14"
Welcome to the Monkey House,Kurt Vonnegut Jr.,"Fiction, Short Stories, Science Fiction, Classics, Literature, Humor, American","4,13"
"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises From The Power of Now",Eckhart Tolle,"Self Help, Spirituality, Nonfiction, Philosophy, Psychology, Personal Development, Audiobook","4,25"
Address Unknown,Kathrine Kressmann Taylor,"Fiction, Historical Fiction, Classics, Short Stories, Historical, World War II, Holocaust","4,24"
Jasper Jones,Craig Silvey,"Young Adult, Fiction, Mystery, Historical Fiction, Australia, Coming Of Age, Contemporary","4,09"
TED Talks: The Official TED Guide to Public Speaking,Chris J. Anderson,"Nonfiction, Business, Self Help, Communication, Personal Development, Leadership, Psychology","4,05"
The Walking Drum,Louis LAmour,"Historical Fiction, Fiction, Westerns, Adventure, Historical, Classics, Medieval","4,24"
The Ox-Bow Incident,Walter Van Tilburg Clark,"Fiction, Westerns, Classics, Historical Fiction, Literature, Novels, American","3,86"
Long Walk: The True Story of a Trek to Freedom,Slavomir Rawicz,"Nonfiction, History, Adventure, Biography, Memoir, Travel, Survival","4,23"
The Storied Life of A.J. Fikry,Gabrielle Zevin,"Fiction, Contemporary, Books About Books, Adult, Adult Fiction, Romance, Audiobook","4,02"
The Road to Character,David  Brooks,"Nonfiction, Philosophy, Psychology, Self Help, Biography, Personal Development, Leadership","3,65"
The Ones Who Walk Away from Omelas,Ursula K. Le Guin,"Short Stories, Fiction, Fantasy, Classics, Science Fiction, Philosophy, Dystopia","4,38"
"Louboutins, Lattes & Live TV",Miriam Sawan,"Adventure, Modern, Fiction, Cultural, Young Adult, Teen, Pop Culture","4,08"
The Sympathizer,Viet Thanh Nguyen,"Fiction, Historical Fiction, War, Asia, Historical, Literary Fiction, Novels",4
Daisy Jones & The Six,Taylor Jenkins Reid,"Fiction, Historical Fiction, Audiobook, Romance, Contemporary, Adult, Music","4,24"
On Earth Were Briefly Gorgeous,Ocean Vuong,"Fiction, Poetry, LGBT, Contemporary, Queer, Literary Fiction, Adult","4,05"
Letters from a Stoic,Seneca,"Philosophy, Nonfiction, Classics, History, Self Help, Psychology, Personal Development","4,35"
The Heart of the Matter,Graham Greene,"Fiction, Classics, Africa, Literature, Novels, British Literature, Literary Fiction","3,97"
Faking Delinquency,Ashley Winters,"Romance, Contemporary, Young Adult, Teen, High School, Young Adult Romance, Fiction","4,37"
The Definitive Book of Body Language,Allan Pease,"Psychology, Nonfiction, Self Help, Communication, Business, Science, Personal Development","3,96"
An Anonymous Girl,Greer Hendricks,"Thriller, Mystery, Fiction, Mystery Thriller, Audiobook, Suspense, Adult","3,81"
Station Eleven,Emily St. John Mandel,"Fiction, Science Fiction, Dystopia, Post Apocalyptic, Audiobook, Adult, Fantasy","4,07"
"Punished by Rewards: The Trouble with Gold Stars, Incentive Plans, As, Praise and Other Bribes",Alfie Kohn,"Parenting, Education, Nonfiction, Psychology, Teaching, Business, Management","4,16"
Lord of Light,Roger Zelazny,"Science Fiction, Fantasy, Fiction, Science Fiction Fantasy, Mythology, Classics, Hugo Awards","4,07"
The 7-Day Flat-Belly Tea Cleanse: The Revolutionary New Plan to Melt Up to 10 Pounds of Fat in Just One Week! by Kelly Choi | A 10-minute Summary,Bern Bolo,Nonfiction,"3,42"
The Anti-Christ,Friedrich Nietzsche,"Philosophy, Nonfiction, Classics, Religion, German Literature, 19th Century, Atheism","3,91"
All the Missing Girls,Megan Miranda,"Mystery, Thriller, Fiction, Mystery Thriller, Suspense, Audiobook, Adult","3,76"
What Every Body is Saying: An Ex-FBI Agents Guide to Speed-Reading People,Joe Navarro,"Psychology, Nonfiction, Self Help, Communication, Business, Personal Development, Science","3,91"
The Taking,Dean Koontz,"Horror, Fiction, Thriller, Science Fiction, Suspense, Mystery, Fantasy","3,79"
The Creature from Jekyll Island: A Second Look at the Federal Reserve,G. Edward Griffin,"Economics, History, Nonfiction, Finance, Politics, Business, Money","4,27"
The Moon and Sixpence,W. Somerset Maugham,"Fiction, Classics, Art, Literature, Historical Fiction, Novels, British Literature","4,13"
Asylum: A Hidden Tale - Sinister Tales,Anna Gallegos,Horror,"4,09"
Care of the Soul: A Guide for Cultivating Depth and Sacredness in Everyday Life,Thomas  Moore,"Spirituality, Nonfiction, Psychology, Self Help, Philosophy, Religion, Inspirational","3,97"
Relentless: From Good to Great to Unstoppable (Tim Grover Winning Series),Tim S. Grover,"Self Help, Nonfiction, Personal Development, Business, Psychology, Sports, Leadership","3,96"
Saturday,Ian McEwan,"Fiction, Contemporary, Literary Fiction, British Literature, Literature, Novels, Adult Fiction","3,63"
City of God,Augustine of Hippo,"Philosophy, Theology, Religion, Classics, History, Nonfiction, Christianity","3,92"
Why Evolution Is True,Jerry A. Coyne,"Science, Nonfiction, Evolution, Biology, History, Popular Science, Religion","4,18"
My Name is Joe,Stefan Bourque,"Fiction, Contemporary, 21st Century, Science Fiction Fantasy, Amazon, Novels","3,64"
In the Country of Last Things,Paul Auster,"Fiction, Dystopia, Science Fiction, Novels, American, Post Apocalyptic, Literature","3,9"
This Is How It Always Is,Laurie Frankel,"Fiction, LGBT, Contemporary, Audiobook, Adult, Book Club, Family","4,28"
"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,"Music, Nonfiction, Memoir, Biography, Romance, Biography Memoir, Autobiography","3,86"
The Doomsday Conspiracy,Sidney Sheldon,"Fiction, Thriller, Mystery, Suspense, Mystery Thriller, Science Fiction, Novels","3,65"
A Pocket for Corduroy,Don Freeman,"Picture Books, Childrens, Fiction, Classics, Animals, Fantasy, Kids","4,31"
Home: A Hidden Tale - Sinister Tales,Anna Gallegos,Horror,"4,45"
Rework,Jason Fried,"Business, Nonfiction, Entrepreneurship, Management, Self Help, Productivity, Leadership","3,97"
Falsely Accused of the Unthinkable,Glenis Kellet,"Epic, Fiction, Novels, Drama","4,42"
Willpower: Rediscovering the Greatest Human Strength,Roy F. Baumeister,"Psychology, Nonfiction, Self Help, Personal Development, Productivity, Science, Business","3,95"
The Ball and the Cross,G.K. Chesterton,"Fiction, Classics, Philosophy, Christian, Religion, Fantasy, Christianity","4,05"
The War That Saved My Life,Kimberly Brubaker Bradley,"Historical Fiction, Middle Grade, Fiction, Young Adult, Historical, World War II, Childrens","4,5"
La casa de Bernarda Alba,Federico García Lorca,"Plays, Classics, Spanish Literature, Drama, Theatre, Fiction, School","3,84"
The Clockmakers Daughter,Kate Morton,"Historical Fiction, Fiction, Mystery, Historical, Romance, Audiobook, Adult","3,75"
Lies a River Deep,Vera Jane Cook,"Contemporary, Fiction","4,23"
How to Make People Like You in 90 Seconds or Less,Nicholas Boothman,"Self Help, Nonfiction, Psychology, Business, Communication, Personal Development, Audiobook","3,67"
How to Have Confidence and Power in Dealing with People,Les Giblin,"Self Help, Business, Nonfiction, Communication, Psychology, Leadership, Personal Development","4,26"
Six Thinking Hats,Bono Edward De,"Business, Nonfiction, Psychology, Self Help, Personal Development, Management, Leadership","3,71"
Unbearable Lightness: A Story of Loss and Gain,Portia de Rossi,"Nonfiction, Memoir, Biography, Autobiography, Mental Health, LGBT, Biography Memoir","3,82"
The Improbable Wonders of Moojie Littleman,Robin  Gregory,"Fiction, Magical Realism, Young Adult, Fantasy, New Adult, Adult, Novels","4,23"
Baby Teeth,Zoje Stage,"Horror, Thriller, Fiction, Mystery Thriller, Mystery, Audiobook, Suspense","3,61"
Looking for Mr. Goodbar,Judith Rossner,"Fiction, Thriller, Mystery, New York, Classics, Novels, Crime","3,67"
Bulfinchs Mythology,Thomas Bulfinch,"Mythology, Classics, Fiction, Fantasy, Reference, Religion, Literature","4,14"
Your Erroneous Zones,Wayne W. Dyer,"Self Help, Psychology, Nonfiction, Personal Development, Spirituality, Philosophy, Audiobook","4,02"
One Plus One,Jojo Moyes,"Fiction, Romance, Chick Lit, Contemporary, Adult, Audiobook, Adult Fiction","3,96"
The Sands of Time,Sidney Sheldon,"Fiction, Thriller, Mystery, Romance, Suspense, Mystery Thriller, Crime","3,77"
There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,"Nonfiction, Sociology, History, Education, Race, Biography, Poverty","4,3"
The Keeper of the Bees,Gene Stratton-Porter,"Fiction, Classics, Historical Fiction, Young Adult, Nature, Romance, Historical","4,28"
Nightfall,Isaac Asimov,"Science Fiction, Fiction, Science Fiction Fantasy, Fantasy, Classics, Short Stories, Speculative Fiction","4,05"
The Body in the Library,Agatha Christie,"Mystery, Fiction, Crime, Classics, Mystery Thriller, Detective, Audiobook","3,84"
Farm Sanctuary: Changing Hearts and Minds About Animals and Food,Gene Baur,"Nonfiction, Animals, Vegan, Food, Activism, Environment, Vegetarian","4,31"
Fed Up! A Relatable Memoir,C.P. Henderson,"Memoir, True Story, Nonfiction, New Adult, Inspirational, Biography, Humor","4,09"
My Grandmothers Hands: Racialized Trauma and the Mending of Our Bodies and Hearts,Resmaa Menakem,"Nonfiction, Race, Psychology, Social Justice, Anti Racist, Mental Health, Self Help","4,42"
No Wonder They Call Him the Savior: Experiencing the Truth of the Cross,Max Lucado,"Christian, Nonfiction, Christian Living, Religion, Spirituality, Christianity, Inspirational","4,29"
"Calvin & Hobbes Books, Tenth Anniversary Book",Bill Watterson,"Comics, Humor, Graphic Novels, Fiction, Graphic Novels Comics, Comic Strips, Comic Book","4,62"
Amadeus,Peter Shaffer,"Plays, Drama, Fiction, Historical Fiction, Classics, Theatre, Music","4,15"
Lanark,Alasdair Gray,"Fiction, Fantasy, Scotland, Classics, Science Fiction, Literature, Novels","4,1"
Black Swan Green,David Mitchell,"Fiction, Coming Of Age, Contemporary, Literary Fiction, Young Adult, British Literature, Novels","3,97"
Faerie Tale,Raymond E. Feist,"Fantasy, Horror, Fiction, Urban Fantasy, Paranormal, Science Fiction Fantasy, Dark Fantasy","3,88"
I Too Had a Love Story,Ravinder Singh,"Romance, Fiction, Indian Literature, Love, Love Story, Romantic, Novels","3,63"
Wise Blood,Flannery OConnor,"Fiction, Classics, Southern Gothic, Novels, Literature, Southern, American","3,84"
Where Eagles Dare,Alistair MacLean,"Fiction, Thriller, War, Historical Fiction, Adventure, Action, World War II","4,14"
Archers Voice,Mia Sheridan,"Romance, Contemporary, New Adult, Contemporary Romance, Fiction, Adult, Disability","4,3"
Empire of the Sun,J.G. Ballard,"Fiction, Historical Fiction, War, China, Historical, Classics, World War II","3,98"
Fantastic Mr. Fox,Roald Dahl,"Childrens, Fiction, Fantasy, Classics, Middle Grade, Animals, Young Adult","4,07"
Education of a Wandering Man: A Memoir,Louis LAmour,"Biography, Nonfiction, Memoir, Westerns, Travel, Education, Autobiography","4,04"
Five Point Someone: What Not to Do at IIT,Chetan Bhagat,"Fiction, Indian Literature, India, Romance, Contemporary, Novels, Young Adult","3,43"
Red Scarf Girl,Ji-li Jiang,"Nonfiction, History, Memoir, China, Biography, Historical, School","3,78"
Enigma,Robert   Harris,"Historical Fiction, Fiction, Thriller, Historical, Mystery, War, Espionage","3,88"
Titus Andronicus,William Shakespeare,"Plays, Classics, Drama, Fiction, Theatre, School, Literature","3,69"
Geralds Game,Stephen King,"Horror, Fiction, Thriller, Suspense, Adult, Mystery, Audiobook","3,56"
The Human Comedy,William Saroyan,"Fiction, Classics, Historical Fiction, Novels, Literature, American, Coming Of Age","4,02"
The Bad Girl and the Good Boy,Karla Luna,"Young Adult, New Adult, Romance, Contemporary Romance","4,13"
Devils Bait,Debbie Boek,"Paranormal, Contemporary, Young Adult, Adult, Horror, Fiction, Supernatural","4,18"
"Virgil the Hound: Against All Odds, One Hound Breaks Away From the Pack",Tere Albanese,"Young Adult, New Adult, Fiction, Childrens, Adult, Novels, Adventure","4,08"
Jeremy and the Witches’ Medallion: The Witch Hunt,Randy  Gauthier,"Contemporary, Drama, Novels, Fiction","4,24"
Everything is F*cked: A Book About Hope,Mark Manson,"Nonfiction, Self Help, Psychology, Philosophy, Audiobook, Personal Development, Humor","3,7"
Testimony,Anita Shreve,"Fiction, Contemporary, Audiobook, Mystery, Adult, Adult Fiction, Drama","3,58"
Tales of Ordinary Madness,Charles Bukowski,"Fiction, Short Stories, Poetry, Classics, American, Literature, The United States Of America","3,88"
Hegemony or Survival: Americas Quest for Global Dominance,Noam Chomsky,"Politics, Nonfiction, History, Philosophy, Sociology, Economics, Political Science","3,97"
The Urantia Book,Urantia Foundation,"Religion, Spirituality, Nonfiction, Philosophy, New Age, Metaphysics, Reference","4,03"
Come as You Are: The Surprising New Science that Will Transform Your Sex Life,Emily Nagoski,"Nonfiction, Feminism, Self Help, Sexuality, Science, Psychology, Health","4,3"
The Wedding: One Night with the Prince: A Bonus Chapter,T.M. Mendes,Romance,"4,12"
The Art of Thinking Clearly,Rolf Dobelli,"Nonfiction, Psychology, Self Help, Philosophy, Business, Personal Development, Science","3,85"
The Scorpio Races,Maggie Stiefvater,"Fantasy, Young Adult, Romance, Fiction, Mythology, Audiobook, Young Adult Fantasy","4,09"
Major Pettigrews Last Stand,Helen Simonson,"Fiction, Romance, Contemporary, British Literature, Historical Fiction, Adult Fiction, Book Club","3,9"
The Seat of the Soul,Gary Zukav,"Spirituality, Nonfiction, Self Help, Philosophy, Psychology, Personal Development, Inspirational","4,02"
